dataset,strategy,split,trial_index,class_index,class_name,predicted_index,predicted_name,is_correct,confidence,probabilities_json,waveform_png,saliency_png,probability_png,npz
PhysioNet_MI,KFold,Fold0,62,1,right fist,1,right fist,1,0.9972434043884277,"{""0"": 0.00031864040647633374, ""1"": 0.9972434043884277, ""2"": 0.0005448249285109341, ""3"": 0.0018931753002107143}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class1_trial2_idx62.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class1_trial2_idx62.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class1_trial2_idx62.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class1_trial2_idx62.npz
PhysioNet_MI,KFold,Fold0,27,2,both fists,2,both fists,1,0.9757615923881531,"{""0"": 0.006195944733917713, ""1"": 0.012282886542379856, ""2"": 0.9757615923881531, ""3"": 0.0057595521211624146}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial0_idx27.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial0_idx27.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial0_idx27.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial0_idx27.npz
PhysioNet_MI,KFold,Fold0,78,2,both fists,2,both fists,1,0.9699829816818237,"{""0"": 0.007757543586194515, ""1"": 0.01969788782298565, ""2"": 0.9699829816818237, ""3"": 0.0025614986661821604}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial1_idx78.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial1_idx78.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial1_idx78.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial1_idx78.npz
PhysioNet_MI,KFold,Fold0,58,2,both fists,2,both fists,1,0.9621776342391968,"{""0"": 0.0063263289630413055, ""1"": 0.02355414442718029, ""2"": 0.9621776342391968, ""3"": 0.007941876538097858}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial2_idx58.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial2_idx58.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial2_idx58.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class2_trial2_idx58.npz
PhysioNet_MI,KFold,Fold0,15,3,both feet,3,both feet,1,0.9968211650848389,"{""0"": 0.000601942534558475, ""1"": 0.0007093725726008415, ""2"": 0.0018674904713407159, ""3"": 0.9968211650848389}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial0_idx15.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial0_idx15.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial0_idx15.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial0_idx15.npz
PhysioNet_MI,KFold,Fold0,52,3,both feet,3,both feet,1,0.9951360821723938,"{""0"": 0.0023821231443434954, ""1"": 0.0010727511253207922, ""2"": 0.0014089822070673108, ""3"": 0.9951360821723938}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial1_idx52.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial1_idx52.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial1_idx52.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial1_idx52.npz
PhysioNet_MI,KFold,Fold0,24,3,both feet,3,both feet,1,0.9902034997940063,"{""0"": 0.0024482833687216043, ""1"": 0.0013471574056893587, ""2"": 0.006001029163599014, ""3"": 0.9902034997940063}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial2_idx24.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial2_idx24.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial2_idx24.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/PhysioNet_MI/PhysioNet_MI_Fold0_class3_trial2_idx24.npz
ADFTD,KFold,Fold0,485,0,healthy/control,0,healthy/control,1,0.9997979998588562,"{""0"": 0.9997979998588562, ""1"": 0.000123963036458008, ""2"": 7.805629866197705e-05}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class0_trial0_idx485.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class0_trial0_idx485.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class0_trial0_idx485.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class0_trial0_idx485.npz
ADFTD,KFold,Fold0,539,0,healthy/control,0,healthy/control,1,0.9997976422309875,"{""0"": 0.9997976422309875, ""1"": 0.0001459330815123394, ""2"": 5.6450109696015716e-05}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class0_trial1_idx539.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class0_trial1_idx539.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class0_trial1_idx539.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class0_trial1_idx539.npz
ADFTD,KFold,Fold0,525,0,healthy/control,0,healthy/control,1,0.9997755885124207,"{""0"": 0.9997755885124207, ""1"": 0.00016442987543996423, ""2"": 5.999668064760044e-05}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class0_trial2_idx525.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class0_trial2_idx525.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class0_trial2_idx525.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class0_trial2_idx525.npz
ADFTD,KFold,Fold0,1587,1,AD,1,AD,1,0.9996700286865234,"{""0"": 0.00015821261331439018, ""1"": 0.9996700286865234, ""2"": 0.00017181533621624112}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class1_trial0_idx1587.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class1_trial0_idx1587.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class1_trial0_idx1587.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class1_trial0_idx1587.npz
ADFTD,KFold,Fold0,1674,1,AD,1,AD,1,0.9996596574783325,"{""0"": 9.592175047146156e-05, ""1"": 0.9996596574783325, ""2"": 0.0002443887060508132}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class1_trial1_idx1674.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class1_trial1_idx1674.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class1_trial1_idx1674.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class1_trial1_idx1674.npz
ADFTD,KFold,Fold0,1618,1,AD,1,AD,1,0.9996596574783325,"{""0"": 0.00011465613351901993, ""1"": 0.9996596574783325, ""2"": 0.0002257231972180307}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class1_trial2_idx1618.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class1_trial2_idx1618.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class1_trial2_idx1618.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class1_trial2_idx1618.npz
ADFTD,KFold,Fold0,2059,2,FTD,2,FTD,1,0.9994175434112549,"{""0"": 0.00038511669845320284, ""1"": 0.00019745070312637836, ""2"": 0.9994175434112549}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class2_trial0_idx2059.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class2_trial0_idx2059.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class2_trial0_idx2059.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class2_trial0_idx2059.npz
ADFTD,KFold,Fold0,2135,2,FTD,2,FTD,1,0.9994113445281982,"{""0"": 0.0003367532917764038, ""1"": 0.00025186515995301306, ""2"": 0.9994113445281982}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class2_trial1_idx2135.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class2_trial1_idx2135.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class2_trial1_idx2135.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class2_trial1_idx2135.npz
ADFTD,KFold,Fold0,2046,2,FTD,2,FTD,1,0.9994078874588013,"{""0"": 0.0003362922288943082, ""1"": 0.0002558061678428203, ""2"": 0.9994078874588013}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/ADFTD/ADFTD_Fold0_class2_trial2_idx2046.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/ADFTD/ADFTD_Fold0_class2_trial2_idx2046.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/ADFTD/ADFTD_Fold0_class2_trial2_idx2046.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/ADFTD/ADFTD_Fold0_class2_trial2_idx2046.npz
Mumtaz2016,KFold,Fold0,56,0,healthy/control,0,healthy/control,1,0.9959495067596436,"{""0"": 0.9959495067596436, ""1"": 0.004050452262163162}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Mumtaz2016/Mumtaz2016_Fold0_class0_trial0_idx56.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Mumtaz2016/Mumtaz2016_Fold0_class0_trial0_idx56.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Mumtaz2016/Mumtaz2016_Fold0_class0_trial0_idx56.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Mumtaz2016/Mumtaz2016_Fold0_class0_trial0_idx56.npz
Mumtaz2016,KFold,Fold0,59,0,healthy/control,0,healthy/control,1,0.9956514239311218,"{""0"": 0.9956514239311218, ""1"": 0.004348560236394405}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Mumtaz2016/Mumtaz2016_Fold0_class0_trial1_idx59.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Mumtaz2016/Mumtaz2016_Fold0_class0_trial1_idx59.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Mumtaz2016/Mumtaz2016_Fold0_class0_trial1_idx59.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Mumtaz2016/Mumtaz2016_Fold0_class0_trial1_idx59.npz
Mumtaz2016,KFold,Fold0,32,0,healthy/control,0,healthy/control,1,0.9947118759155273,"{""0"": 0.9947118759155273, ""1"": 0.00528812687844038}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Mumtaz2016/Mumtaz2016_Fold0_class0_trial2_idx32.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Mumtaz2016/Mumtaz2016_Fold0_class0_trial2_idx32.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Mumtaz2016/Mumtaz2016_Fold0_class0_trial2_idx32.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Mumtaz2016/Mumtaz2016_Fold0_class0_trial2_idx32.npz
Mumtaz2016,KFold,Fold0,176,1,MDD,1,MDD,1,0.9984897375106812,"{""0"": 0.0015102170873433352, ""1"": 0.9984897375106812}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Mumtaz2016/Mumtaz2016_Fold0_class1_trial0_idx176.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Mumtaz2016/Mumtaz2016_Fold0_class1_trial0_idx176.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Mumtaz2016/Mumtaz2016_Fold0_class1_trial0_idx176.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Mumtaz2016/Mumtaz2016_Fold0_class1_trial0_idx176.npz
Mumtaz2016,KFold,Fold0,144,1,MDD,1,MDD,1,0.9983574748039246,"{""0"": 0.001642499933950603, ""1"": 0.9983574748039246}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Mumtaz2016/Mumtaz2016_Fold0_class1_trial1_idx144.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Mumtaz2016/Mumtaz2016_Fold0_class1_trial1_idx144.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Mumtaz2016/Mumtaz2016_Fold0_class1_trial1_idx144.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Mumtaz2016/Mumtaz2016_Fold0_class1_trial1_idx144.npz
Mumtaz2016,KFold,Fold0,148,1,MDD,1,MDD,1,0.9979210495948792,"{""0"": 0.0020789424888789654, ""1"": 0.9979210495948792}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Mumtaz2016/Mumtaz2016_Fold0_class1_trial2_idx148.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Mumtaz2016/Mumtaz2016_Fold0_class1_trial2_idx148.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Mumtaz2016/Mumtaz2016_Fold0_class1_trial2_idx148.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Mumtaz2016/Mumtaz2016_Fold0_class1_trial2_idx148.npz
Rockhill2021,KFold,Fold0,82,0,healthy/control,0,healthy/control,1,0.9996989965438843,"{""0"": 0.9996989965438843, ""1"": 0.00030099289142526686}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Rockhill2021/Rockhill2021_Fold0_class0_trial0_idx82.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Rockhill2021/Rockhill2021_Fold0_class0_trial0_idx82.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Rockhill2021/Rockhill2021_Fold0_class0_trial0_idx82.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Rockhill2021/Rockhill2021_Fold0_class0_trial0_idx82.npz
Rockhill2021,KFold,Fold0,86,0,healthy/control,0,healthy/control,1,0.9996910095214844,"{""0"": 0.9996910095214844, ""1"": 0.00030899871489964426}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Rockhill2021/Rockhill2021_Fold0_class0_trial1_idx86.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Rockhill2021/Rockhill2021_Fold0_class0_trial1_idx86.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Rockhill2021/Rockhill2021_Fold0_class0_trial1_idx86.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Rockhill2021/Rockhill2021_Fold0_class0_trial1_idx86.npz
Rockhill2021,KFold,Fold0,76,0,healthy/control,0,healthy/control,1,0.9995588660240173,"{""0"": 0.9995588660240173, ""1"": 0.000441110780229792}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Rockhill2021/Rockhill2021_Fold0_class0_trial2_idx76.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Rockhill2021/Rockhill2021_Fold0_class0_trial2_idx76.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Rockhill2021/Rockhill2021_Fold0_class0_trial2_idx76.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Rockhill2021/Rockhill2021_Fold0_class0_trial2_idx76.npz
Rockhill2021,KFold,Fold0,195,1,clinical,1,clinical,1,0.9999126195907593,"{""0"": 8.737584721529856e-05, ""1"": 0.9999126195907593}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Rockhill2021/Rockhill2021_Fold0_class1_trial0_idx195.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Rockhill2021/Rockhill2021_Fold0_class1_trial0_idx195.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Rockhill2021/Rockhill2021_Fold0_class1_trial0_idx195.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Rockhill2021/Rockhill2021_Fold0_class1_trial0_idx195.npz
Rockhill2021,KFold,Fold0,183,1,clinical,1,clinical,1,0.9999096393585205,"{""0"": 9.036462142830715e-05, ""1"": 0.9999096393585205}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Rockhill2021/Rockhill2021_Fold0_class1_trial1_idx183.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Rockhill2021/Rockhill2021_Fold0_class1_trial1_idx183.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Rockhill2021/Rockhill2021_Fold0_class1_trial1_idx183.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Rockhill2021/Rockhill2021_Fold0_class1_trial1_idx183.npz
Rockhill2021,KFold,Fold0,182,1,clinical,1,clinical,1,0.9999037981033325,"{""0"": 9.623117512091994e-05, ""1"": 0.9999037981033325}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Rockhill2021/Rockhill2021_Fold0_class1_trial2_idx182.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Rockhill2021/Rockhill2021_Fold0_class1_trial2_idx182.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Rockhill2021/Rockhill2021_Fold0_class1_trial2_idx182.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Rockhill2021/Rockhill2021_Fold0_class1_trial2_idx182.npz
Shin2018,KFold,Fold0,410,0,rest,0,rest,1,0.9996540546417236,"{""0"": 0.9996540546417236, ""1"": 0.00034592431620694697}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Shin2018/Shin2018_Fold0_class0_trial0_idx410.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Shin2018/Shin2018_Fold0_class0_trial0_idx410.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Shin2018/Shin2018_Fold0_class0_trial0_idx410.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Shin2018/Shin2018_Fold0_class0_trial0_idx410.npz
Shin2018,KFold,Fold0,400,0,rest,0,rest,1,0.9995678067207336,"{""0"": 0.9995678067207336, ""1"": 0.0004321524756960571}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Shin2018/Shin2018_Fold0_class0_trial1_idx400.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Shin2018/Shin2018_Fold0_class0_trial1_idx400.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Shin2018/Shin2018_Fold0_class0_trial1_idx400.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Shin2018/Shin2018_Fold0_class0_trial1_idx400.npz
Shin2018,KFold,Fold0,430,0,rest,0,rest,1,0.9995651841163635,"{""0"": 0.9995651841163635, ""1"": 0.000434748362749815}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Shin2018/Shin2018_Fold0_class0_trial2_idx430.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Shin2018/Shin2018_Fold0_class0_trial2_idx430.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Shin2018/Shin2018_Fold0_class0_trial2_idx430.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Shin2018/Shin2018_Fold0_class0_trial2_idx430.npz
Shin2018,KFold,Fold0,397,1,task,1,task,1,0.999825656414032,"{""0"": 0.00017432129243388772, ""1"": 0.999825656414032}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Shin2018/Shin2018_Fold0_class1_trial0_idx397.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Shin2018/Shin2018_Fold0_class1_trial0_idx397.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Shin2018/Shin2018_Fold0_class1_trial0_idx397.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Shin2018/Shin2018_Fold0_class1_trial0_idx397.npz
Shin2018,KFold,Fold0,426,1,task,1,task,1,0.9998148083686829,"{""0"": 0.00018518653814680874, ""1"": 0.9998148083686829}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Shin2018/Shin2018_Fold0_class1_trial1_idx426.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Shin2018/Shin2018_Fold0_class1_trial1_idx426.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Shin2018/Shin2018_Fold0_class1_trial1_idx426.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Shin2018/Shin2018_Fold0_class1_trial1_idx426.npz
Shin2018,KFold,Fold0,396,1,task,1,task,1,0.9997913241386414,"{""0"": 0.00020863763347733766, ""1"": 0.9997913241386414}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Shin2018/Shin2018_Fold0_class1_trial2_idx396.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Shin2018/Shin2018_Fold0_class1_trial2_idx396.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Shin2018/Shin2018_Fold0_class1_trial2_idx396.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Shin2018/Shin2018_Fold0_class1_trial2_idx396.npz
Zhou2016,LOSO,Subject0,157,0,left hand,0,left hand,1,0.9997170567512512,"{""0"": 0.9997170567512512, ""1"": 0.00016565925034228712, ""2"": 0.00011721318151103333}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Zhou2016/Zhou2016_Subject0_class0_trial0_idx157.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Zhou2016/Zhou2016_Subject0_class0_trial0_idx157.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Zhou2016/Zhou2016_Subject0_class0_trial0_idx157.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Zhou2016/Zhou2016_Subject0_class0_trial0_idx157.npz
Zhou2016,LOSO,Subject0,296,0,left hand,0,left hand,1,0.9996987581253052,"{""0"": 0.9996987581253052, ""1"": 0.00016949715791270137, ""2"": 0.00013181960093788803}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Zhou2016/Zhou2016_Subject0_class0_trial1_idx296.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Zhou2016/Zhou2016_Subject0_class0_trial1_idx296.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Zhou2016/Zhou2016_Subject0_class0_trial1_idx296.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Zhou2016/Zhou2016_Subject0_class0_trial1_idx296.npz
Zhou2016,LOSO,Subject0,215,0,left hand,0,left hand,1,0.9996734857559204,"{""0"": 0.9996734857559204, ""1"": 0.0002451423497404903, ""2"": 8.135025564115494e-05}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Zhou2016/Zhou2016_Subject0_class0_trial2_idx215.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Zhou2016/Zhou2016_Subject0_class0_trial2_idx215.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Zhou2016/Zhou2016_Subject0_class0_trial2_idx215.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Zhou2016/Zhou2016_Subject0_class0_trial2_idx215.npz
Zhou2016,LOSO,Subject0,414,1,right hand,1,right hand,1,0.99941086769104,"{""0"": 0.00020029229926876724, ""1"": 0.99941086769104, ""2"": 0.00038881186628714204}",/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/waveforms/Zhou2016/Zhou2016_Subject0_class1_trial0_idx414.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/saliency/Zhou2016/Zhou2016_Subject0_class1_trial0_idx414.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/figures/probabilities/Zhou2016/Zhou2016_Subject0_class1_trial0_idx414.png,/home/mazhiyuan/QZH/competition_materials/dsainet_demo/samples_npz/Zhou2016/Zhou2016_Subject0_class1_trial0_idx414.npz
